Plant_Code,Product_ID,Ship_ahead_day_count,Ship_Late_Day_count,Destination_Port,Unit_quantity,Weight
PLANT03,1699540,0,0,PORT09,5033,8.615247601
PLANT03,1699540,0,0,PORT09,1846,2.8717492
PLANT03,1699540,0,0,PORT09,9888,18.2304952
PLANT03,1699540,0,0,PORT09,3462,5.7434984
PLANT03,1699540,0,0,PORT09,5123,8.615247601
PLANT03,1699368,0,0,PORT09,1873,1.930522091
PLANT03,1699368,0,0,PORT09,1932,1.930522091
PLANT03,1699368,0,0,PORT09,5128,5.791566273
PLANT03,1699368,0,0,PORT09,5066,5.791566273
PLANT03,1699368,0,0,PORT09,1870,1.930522091
PLANT03,1699368,0,0,PORT09,13048,15.44417673
PLANT03,1699368,0,0,PORT09,1912,1.930522091
PLANT03,1699372,0,0,PORT09,1128,0.789763277
PLANT03,1699372,0,0,PORT09,1930,1.579526553
PLANT03,1699220,0,0,PORT09,1931,0.075121356
PLANT03,1699575,0,0,PORT09,41852,107.5236364
PLANT03,1699575,0,0,PORT09,26302,67.57727273
PLANT03,1699575,0,0,PORT09,26242,63.04
PLANT03,1699537,0,0,PORT09,4832,11.71987585
PLANT03,1699537,0,0,PORT09,1183,2.143975171
PLANT03,1699537,0,0,PORT09,1142,2.143975171
PLANT03,1699537,0,0,PORT09,7505,17.15180136
PLANT03,1699537,0,0,PORT09,3921,8.575900682
PLANT03,1699574,0,0,PORT09,10372,17.65650833
PLANT03,1699574,0,0,PORT09,3658,5.552169442
PLANT03,1699576,0,0,PORT09,5446,6.314313908
PLANT03,1699576,0,0,PORT09,5502,6.314313908
PLANT03,1699567,0,0,PORT09,22787,19.49078841
PLANT03,1699567,0,0,PORT09,5330,4.109064091
PLANT03,1699567,0,0,PORT09,10296,8.218128182
PLANT03,1699567,0,0,PORT09,10266,8.218128182
PLANT03,1699567,0,0,PORT09,10240,8.218128182
PLANT03,1699567,0,0,PORT09,22789,18.49078841
PLANT03,1699567,0,0,PORT09,2794,2.054532046
PLANT03,1699841,0,0,PORT09,1942,2.873199401
PLANT03,1699841,0,0,PORT09,8695,15.36599701
PLANT03,1699841,0,0,PORT09,3654,5.746398802
PLANT03,1699841,0,0,PORT09,3667,5.746398802
PLANT03,1658528,0,0,PORT09,304,0.573273739
PLANT03,1699166,0,0,PORT09,581,3.44
PLANT03,1699591,0,0,PORT09,4118,11.24513043
PLANT03,1699591,0,0,PORT09,5098,14.05641304
PLANT03,1699591,0,0,PORT09,5054,15.05641304
PLANT03,1699465,0,0,PORT09,3836,4.943945192
PLANT03,1699465,0,0,PORT09,2031,2.471972596
PLANT03,1699465,0,0,PORT09,2026,2.471972596
PLANT03,1629341,0,0,PORT09,660,5.775454545
PLANT03,1699242,0,0,PORT09,841,1.77923094
PLANT03,1699242,0,0,PORT09,891,1.77923094
PLANT03,1699242,0,0,PORT09,895,1.77923094
PLANT03,1699242,0,0,PORT09,870,1.77923094
PLANT03,1699242,0,0,PORT09,857,1.77923094
PLANT03,1699242,0,0,PORT09,844,1.77923094
PLANT03,1699242,0,0,PORT09,853,1.77923094
PLANT03,1699799,0,0,PORT09,2819,2.095795894
PLANT03,1699799,0,0,PORT09,2745,2.095795894
PLANT03,1699799,0,0,PORT09,2816,2.095795894
PLANT03,1699552,0,0,PORT09,463,0.590121307
PLANT03,1699552,0,0,PORT09,2386,6.045145095
PLANT03,1699552,0,0,PORT09,754,1.209029019
PLANT03,1699552,0,0,PORT09,1500,3.627087057
PLANT03,1699552,0,0,PORT09,1539,3.627087057
PLANT03,1699552,0,0,PORT09,1174,2.418058038
PLANT03,1699552,0,0,PORT09,7440,19.55349332
PLANT03,1699552,0,0,PORT09,1507,3.627087057
PLANT03,1699552,0,0,PORT09,2372,6.045145095
PLANT03,1699552,0,0,PORT09,2782,7.254174114
PLANT03,1699552,0,0,PORT09,1976,4.836116076
PLANT03,1699552,0,0,PORT09,1097,2.418058038
PLANT03,1693117,0,0,PORT09,325,1.207741935
PLANT03,1693117,0,0,PORT09,333,2.2
PLANT03,1699172,0,0,PORT09,1191,11.5
PLANT03,1699173,0,0,PORT09,1446,14.94
PLANT03,1699173,0,0,PORT09,604,3.42
PLANT03,1699184,0,0,PORT09,1314,6.373333333
PLANT03,1699184,0,0,PORT09,1296,6.373333333
PLANT03,1699184,0,0,PORT09,1318,6.28
PLANT03,1699353,0,0,PORT09,1495,6.207562282
PLANT03,1699298,0,0,PORT09,4258,12.59397511
PLANT03,1699345,0,0,PORT09,1284,2.985013808
PLANT03,1699540,0,0,PORT09,3532,5.7434984
PLANT03,1699540,0,0,PORT09,1837,2.8717492
PLANT03,1699540,0,0,PORT09,8251,15.358746
PLANT03,1699540,0,0,PORT09,3461,5.7434984
PLANT03,1699540,0,0,PORT09,3522,5.7434984
PLANT03,1699540,0,0,PORT09,3440,5.7434984
PLANT03,1699540,0,0,PORT09,1892,2.8717492
PLANT03,1699368,0,0,PORT09,5074,5.791566273
PLANT03,1699697,0,0,PORT09,2813,1.653936872
PLANT03,1699697,0,0,PORT09,5296,3.307873744
PLANT03,1698924,0,0,PORT09,8340,22.61244824
PLANT03,1698924,0,0,PORT09,12917,38.2860306
PLANT03,1698997,0,0,PORT09,10256,0.368850614
PLANT03,1698997,0,0,PORT09,14248,0.51639086
PLANT03,1650905,3,0,PORT09,638,6.436571429
PLANT03,1620510,3,0,PORT09,419,2.352886836
PLANT03,1620510,3,0,PORT09,374,3.5
PLANT03,1658532,3,0,PORT09,305,0.819272962
PLANT03,1658532,3,0,PORT09,268,0.409636481
PLANT03,1658532,3,0,PORT09,336,0.819272962
PLANT03,1658532,3,0,PORT09,319,0.819272962
PLANT03,1658532,3,0,PORT09,361,0.819272962
PLANT03,1658532,3,0,PORT09,383,1.228909443
PLANT03,1658532,3,0,PORT09,308,0.819272962
PLANT03,1658532,3,0,PORT09,327,0.819272962
PLANT03,1658532,3,0,PORT09,324,0.20481824
PLANT03,1658532,3,0,PORT09,344,1.228909443
PLANT03,1658528,3,0,PORT09,303,0.286636869
PLANT03,1658528,3,0,PORT09,353,0.286636869
PLANT03,1658528,3,0,PORT09,644,4.08
PLANT03,1649008,3,0,PORT09,423,1.297699115
PLANT03,1696757,3,0,PORT09,299,2.177284597
PLANT03,1696757,3,0,PORT09,301,2.177284597
PLANT03,1696757,3,0,PORT09,377,4.427145348
PLANT03,1696757,3,0,PORT09,308,2.177284597
PLANT03,1696758,3,0,PORT09,244,0.059972466
PLANT03,1696758,3,0,PORT09,312,0.179917397
PLANT03,1696758,3,0,PORT09,340,2.338926161
PLANT03,1696758,3,0,PORT09,304,0.119944931
PLANT03,1696758,3,0,PORT09,333,0.299862328
PLANT03,1696758,3,0,PORT09,340,1.199449313
PLANT03,1696758,3,0,PORT09,263,1.139476848
PLANT03,1696758,3,0,PORT09,397,9.595594506
PLANT03,1696746,3,0,PORT09,276,0.530331806
PLANT03,1696746,3,0,PORT09,243,0.265165903
PLANT03,1696746,3,0,PORT09,291,0.088388634
PLANT03,1696746,3,0,PORT09,302,0.220971586
PLANT03,1696746,3,0,PORT09,307,0.530331806
PLANT03,1696746,3,0,PORT09,313,2.828436299
PLANT03,1696746,3,0,PORT09,339,0.486137489
PLANT03,1696748,3,0,PORT09,291,0.071701063
PLANT03,1696748,3,0,PORT09,337,0.358505317
PLANT03,1696748,3,0,PORT09,301,1.43402127
PLANT03,1696748,3,0,PORT09,317,0.358505317
PLANT03,1700382,3,0,PORT09,254,2.910613718
PLANT03,1700382,3,0,PORT09,339,2.910613718
PLANT03,1700382,3,0,PORT09,270,5.96
PLANT03,1676566,3,0,PORT09,288,0.104953763
PLANT03,1675654,3,0,PORT09,434,0.945155161
PLANT03,1696074,3,0,PORT09,257,0.177582968
PLANT03,1696074,3,0,PORT09,513,1.820225426
PLANT03,1696073,3,0,PORT09,335,0.01297592
PLANT03,1676853,3,0,PORT09,268,0.002641625
PLANT03,1685214,3,0,PORT09,341,0.255
PLANT03,1668612,3,0,PORT09,313,0.372274882
PLANT03,1668612,3,0,PORT09,303,1.786919431
PLANT03,1668612,3,0,PORT09,333,2.680379147
PLANT03,1668612,3,0,PORT09,316,0.893459716
PLANT03,1668612,3,0,PORT09,296,0.372274882
PLANT03,1668612,3,0,PORT09,374,1.786919431
PLANT03,1668607,3,0,PORT09,237,0.101466544
PLANT03,1700094,3,0,PORT09,266,0.189050715
PLANT03,1700094,3,0,PORT09,247,0.441118336
PLANT03,1700094,3,0,PORT09,321,0.12603381
PLANT03,1700097,3,0,PORT09,292,0.067020725
PLANT03,1689298,3,0,PORT09,249,0.105125162
PLANT03,1651302,3,0,PORT09,366,0.66396044
PLANT03,1651302,3,0,PORT09,321,0.132792088
PLANT03,1651302,3,0,PORT09,335,0.298782198
PLANT03,1651302,3,0,PORT09,346,0.132792088
PLANT03,1651302,3,0,PORT09,272,0.112873275
PLANT03,1651302,3,0,PORT09,479,1.32792088
PLANT03,1651302,3,0,PORT09,880,3.5
PLANT03,1651299,3,0,PORT09,424,0.486766751
PLANT03,1651299,3,0,PORT09,618,0.870095567
PLANT03,1651299,3,0,PORT09,327,0.121691688
PLANT03,1651299,3,0,PORT09,541,0.894433905
PLANT03,1651299,3,0,PORT09,600,0.870095567
PLANT03,1651299,3,0,PORT09,239,0.006084584
PLANT03,1684170,3,0,PORT09,291,2.318463252
PLANT03,1684170,3,0,PORT09,307,2.753175112
PLANT03,1684170,3,0,PORT09,282,0.072451977
PLANT03,1684170,3,0,PORT09,274,2.318463252
PLANT03,1684170,3,0,PORT09,332,1.811299416
PLANT03,1684170,3,0,PORT09,276,1.014327673
PLANT03,1684170,3,0,PORT09,292,2.318463252
PLANT03,1688600,3,0,PORT09,270,3.236024845
PLANT03,1688600,3,0,PORT09,251,1.941614907
PLANT03,1689541,3,0,PORT09,319,0.437569513
PLANT03,1689541,3,0,PORT09,280,2.041991063
PLANT03,1688629,3,0,PORT09,247,0.179365311
PLANT03,1689785,3,0,PORT09,291,0.818904958
PLANT03,1689785,3,0,PORT09,297,0.818904958
PLANT03,1689546,3,0,PORT09,414,7.662544164
PLANT03,1689551,3,0,PORT09,285,0.149271624
PLANT03,1672706,3,0,PORT09,241,0.56512221
PLANT03,1672706,3,0,PORT09,317,0.659309245
PLANT03,1672706,3,0,PORT09,240,0.56512221
PLANT03,1672706,3,0,PORT09,315,0.659309245
PLANT03,1674853,3,0,PORT09,292,3.666587537
PLANT03,1674853,3,0,PORT09,362,3.75388724
PLANT03,1674853,3,0,PORT09,286,4.103086053
PLANT03,1674853,3,0,PORT09,322,4.103086053
PLANT03,1674853,3,0,PORT09,280,0.087299703
PLANT03,1674853,3,0,PORT09,352,2.269792285
PLANT03,1674853,3,0,PORT09,376,4.80148368
PLANT03,1674853,3,0,PORT09,280,2.095192878
PLANT03,1674853,3,0,PORT09,287,1.833293769
PLANT03,1674853,3,0,PORT09,290,3.75388724
PLANT03,1674853,3,0,PORT09,318,2.531691395
PLANT03,1674853,3,0,PORT09,315,4.103086053
PLANT03,1674853,3,0,PORT09,315,3.75388724
PLANT03,1674853,3,0,PORT09,344,3.841186944
PLANT03,1674853,3,0,PORT09,371,4.103086053
PLANT03,1674853,3,0,PORT09,322,3.928486647
PLANT03,1674853,3,0,PORT09,289,0.349198813
PLANT03,1674853,3,0,PORT09,369,3.841186944
PLANT03,1674853,3,0,PORT09,293,0.087299703
PLANT03,1674853,3,0,PORT09,307,3.75388724
PLANT03,1674853,3,0,PORT09,298,0.087299703
PLANT03,1674853,3,0,PORT09,311,5.150682493
PLANT03,1672713,3,0,PORT09,256,0.86017192
PLANT03,1672713,3,0,PORT09,344,0.86017192
PLANT03,1672713,3,0,PORT09,314,0.43008596
PLANT03,1672713,3,0,PORT09,302,0.43008596
PLANT03,1674853,3,0,PORT09,378,6.8
PLANT03,1674853,3,0,PORT09,419,7.42
PLANT03,1672722,3,0,PORT09,326,0.84321784
PLANT03,1672722,3,0,PORT09,319,0.766561673
PLANT03,1682739,3,0,PORT09,281,1.481581569
PLANT03,1682832,3,0,PORT09,328,0.356129007
PLANT03,1682805,3,0,PORT09,316,4.29574874
PLANT03,1682805,3,0,PORT09,403,8.59149748
PLANT03,1682757,3,0,PORT09,323,1.002294702
PLANT03,1682757,3,0,PORT09,361,6.18081733
PLANT03,1682757,3,0,PORT09,367,3.173933224
PLANT03,1682763,3,0,PORT09,301,3.795869134
PLANT03,1682763,3,0,PORT09,317,1.485340096
PLANT03,1682835,3,0,PORT09,316,4.935263686
PLANT03,1689145,3,0,PORT09,299,0.05723071
PLANT03,1660579,3,0,PORT09,372,4.5195333
PLANT03,1660579,3,0,PORT09,289,0.90390666
PLANT03,1669702,3,0,PORT09,910,13.68
PLANT03,1669702,3,0,PORT09,1138,17.86
PLANT03,1687661,3,0,PORT09,460,3.224
PLANT03,1687346,3,0,PORT09,327,0.083485509
PLANT03,1687346,3,0,PORT09,406,1.669710177
PLANT03,1687346,3,0,PORT09,273,0.14609964
PLANT03,1669409,3,0,PORT09,545,2.656478205
PLANT03,1669409,3,0,PORT09,1263,8.06
PLANT03,1651126,3,0,PORT09,287,2.647666667
PLANT03,1657064,3,0,PORT09,355,0.465487313
PLANT03,1668545,3,0,PORT09,329,0.739606235
PLANT03,1668545,3,0,PORT09,314,0.211316067
PLANT03,1668545,3,0,PORT09,874,5.1
PLANT03,1668547,3,0,PORT09,395,0.63731447
PLANT03,1696488,3,0,PORT09,316,0.040744681
PLANT03,1662317,3,0,PORT09,297,1.031366906
PLANT03,1663337,3,0,PORT09,280,1.65582607
PLANT03,1663347,3,0,PORT09,306,2.801207178
PLANT03,1672085,3,0,PORT09,352,5.667269254
PLANT03,1672085,3,0,PORT09,335,1.416817314
PLANT03,1672085,3,0,PORT09,334,2.833634627
PLANT03,1672085,3,0,PORT09,348,2.833634627
PLANT03,1672085,3,0,PORT09,350,2.833634627
